FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_184becf87ba_-4d31;4678;Camará;55101;1506807;07/01/2022;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-55.5411111111 -2.605);Santarém;Pará;30202001927;-2.605;-5.554.111.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d30;4926;Camará;71101;2303709;20/05/2022;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.7529888889 -3.69760833333);Caucaia;Ceará;30202001976;-369.760.833;-3.875.298.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d2f;4402;Camará I;71101;2303709;25/06/2021;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.7527777778 -3.6975);Caucaia;Ceará;30202001976;-36.975;-3.875.277.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d2e;4403;Camará II;71101;2303709;25/06/2021;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.7594444444 -3.7075);Caucaia;Ceará;30202001976;-37.075;-3.875.944.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d2d;4832;Camarão;68001;1503606;01/04/2022;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-55.3470472222 -3.38666111111);Itaituba;Pará;30202001927;-338.666.111;-5.534.704.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4d2c;3224;CAMARÃO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.7012666667 1.29393611111);São Gabriel da Cachoeira;Amazonas;30202001885;129.393.611;-6.870.126.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d2b;1658;CAMARAPU;9801;1303502;25/04/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.7890138889 -7.62443055556);Pauini;Amazonas;30202001878;-762.443.056;-6.678.901.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d2a;2375;CAMARARÉ;30201;5103304;19/07/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.5675944444 -13.0214138889);Comodoro;Mato Grosso;30202002025;-1.302.141.389;-5.956.759.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d29;1963;CAMARARÉM;37901;1400704;18/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.1797305556 4.52626111111);Uiramutã;Roraima;30202001955;452.626.111;-6.017.973.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4d28;2301;CAMBIRELA;73401;4211900;09/07/2018;A;COORDENACAO REGIONAL LITORAL SUL;POINT (-48.6429333333 -27.7239916667);Palhoça;Santa Catarina;30202002095;-2.772.399.167;-4.864.293.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d27;1684;Camicuã;8501;1300706;27/04/2018;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-67.4134027778 -8.72495555556);Boca do Acre;Amazonas;30202001845;-872.495.556;-6.741.340.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d26;3184;CAMPESTRE;30301;5000906;11/09/2018;A;COORDENACAO REGIONAL DE PONTA PORA;POINT (-56.0569444444 -22.2166666667);Antônio João;Mato Grosso do Sul;30202002018;-2.221.666.667;-5.605.694.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d25;3107;CAMPESTRE;36001;5002100;05/09/2018;A;COORDENACAO REGIONAL DE PONTA PORA;POINT (-56.0734777778 -22.0162194444);Bela Vista;Mato Grosso do Sul;30202002018;-2.201.621.944;-5.607.347.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d24;2956;CAMPINA;20001;5006903;31/08/2018;A;COORDENACAO REGIONAL DE CAMPO GRANDE;POINT (-57.0288527778 -20.5885972222);Porto Murtinho;Mato Grosso do Sul;30202002004;-2.058.859.722;-5.702.885.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d23;3326;Campinas;8601;1200203;17/09/2018;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-72.242925 -7.77144166667);Cruzeiro do Sul;Acre;30202001852;-777.144.167;-72.242.925
aldeias_pontos.fid--75d69c06_184becf87ba_-4d22;3619;CAMPINAS;32701;5102603;29/10/2018;A;COORDENACAO REGIONAL XAVANTE;POINT (-53.1968638889 -14.4783305556);Campinápolis;Mato Grosso;30202002053;-1.447.833.056;-5.319.686.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d21;321;CAMPINAS;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-70.675305555556 -4.19925);Atalaia do Norte;Amazonas;30202001892;-419.925;-7.067.530.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d20;2397;CAMPINHO;8801;1400175;23/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5472472222 2.81325555556);Cantá;Roraima;30202001955;281.325.556;-6.054.724.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4d1f;1394;CAMPINHO DO IGARAPÉ CADIRIRI;29801;1503754;11/04/2018;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-58.1060861111 -7.22185555556);Jacareacanga;Pará;30202001927;-722.185.556;-5.810.608.611
aldeias_pontos.fid--75d69c06_184becf87ba_-4d1e;2212;CAMPO ALEGRA;3901;5106174;08/06/2018;A;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;POINT (-52.2706111111 -14.5376388889);Nova Nazaré;Mato Grosso;30202002046;-1.453.763.889;-5.227.061.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d1d;2814;CAMPO ALEGRE;12101;1303908;27/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.3847972222 -3.58908888889);São Paulo de Olivença;Amazonas;30202001857;-358.908.889;-6.938.479.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4d1c;3154;CAMPO ALEGRE;59201;2909901;10/09/2018;A;COORDENACAO REGIONAL BAIXO SÃO FRANCISCO;POINT (-39.4310027778 -8.60868055556);Curaçá;Bahia;30202001983;-860.868.056;-3.943.100.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d1b;1874;CAMPO ALEGRE;58401;1400100;16/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5422611111 3.22352222222);Boa Vista;Roraima;30202001955;322.352.222;-6.054.226.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d1a;5008;CAMPO DO MIRITI;2001;1302900;22/07/2022;A;COORDENACAO REGIONAL DE MANAUS;POINT (-56.9657833333 -3.83486111111);Maués;Amazonas;30202001871;-383.486.111;-5.696.578.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d19;861;campo grande;50301;1721109;31/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-48.1983333333 -9.47027777778);Tocantínia;Tocantins;30202001962;-947.027.778;-4.819.833.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d18;3960;Campo Grande 2;54601;2303709;10/06/2019;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.6810555556 -3.77210833333);Caucaia;Ceará;30202001976;-377.210.833;-3.868.105.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d17;4373;Campo São Pedro;55501;2913606;17/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.0453166667 -14.952725);Ilhéus;Bahia;30202001990;-14.952.725;-3.904.531.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d16;781;CAMPOS LIMPOS;23301;1710508;24/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-47.6469444444 -8.34972222222);Itacajá;Tocantins;30202001962;-834.972.222;-4.764.694.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d15;2376;CAMPOS NOVOS;30201;5103304;19/07/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.8707861111 -12.8024888889);Comodoro;Mato Grosso;30202002025;-1.280.248.889;-5.987.078.611
aldeias_pontos.fid--75d69c06_184becf87ba_-4d14;3342;Campú (localização estimada);31301;1200336;17/09/2018;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-73.6493055556 -7.44858333333);Mâncio Lima;Acre;30202001852;-744.858.333;-7.364.930.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d13;4012;Camundongo;46001;2306553;30/04/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-39.8496666667 -3.01438888889);Itarema;Ceará;30202001976;-301.438.889;-3.984.966.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d12;2933;CAMURUPIM;36901;2501401;20/08/2018;A;COORDENACAO REGIONAL DE JOAO PESSOA;POINT (-34.943875 -6.74281388889);Baía da Traição;Paraíba;30202002287;-674.281.389;-34.943.875
aldeias_pontos.fid--75d69c06_184becf87ba_-4d11;2070;CANÃ;37901;1400704;01/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.0783916667 4.61781944444);Uiramutã;Roraima;30202001955;461.781.944;-6.007.839.167
aldeias_pontos.fid--75d69c06_184becf87ba_-4d10;830;canaã;50301;1721109;31/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-48.0411111111 -9.69166666667);Tocantínia;Tocantins;30202001962;-969.166.667;-4.804.111.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d0f;3202;CANAÃ;59601;1303809;11/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.2549444444 0.545544444444);São Gabriel da Cachoeira;Amazonas;30202001885;0.54554444;-6.725.494.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d0e;3536;CANAÃ;9701;2102002;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.0558638889 -3.70073055556);Bom Jardim;Maranhão;30202001997;-370.073.056;-4.605.586.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d0d;1542;CANABRAVA;3601;2100600;17/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.2142027778 -5.14909166667);Amarante do Maranhão;Maranhão;30202001997;-514.909.167;-4.621.420.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d0c;1476;CANA BRAVA;3601;2102325;16/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.0126722222 -4.88083055556);Buriticupu;Maranhão;30202001997;-488.083.056;-4.601.267.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d0b;3517;CANA BRAVA;8701;2105476;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.6655277778 -5.38856944444);Jenipapo dos Vieiras;Maranhão;30202001997;-538.856.944;-4.566.552.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d0a;3027;CANA BRAVA;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7161055556 -8.33472777778);Pesqueira;Pernambuco;30202001969;-833.472.778;-3.671.610.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d09;3034;CANA BRAVA II;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6839444444 -8.30661388889);Pesqueira;Pernambuco;30202001969;-830.661.389;-3.668.394.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d08;4516;Canachuê;42101;5103361;12/08/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.4354638889 -14.7216666667);Conquista D´Oeste;Mato Grosso;30202002025;-1.472.166.667;-5.943.546.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d07;3361;Canafista;22601;1200328;18/09/2018;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-72.0899831389 -9.3770555);Jordão;Acre;30202001852;-93.770.555;-7.208.998.314
aldeias_pontos.fid--75d69c06_184becf87ba_-4d06;4785;Canamari;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.4152777778 -9.35666666667);Santa Rosa do Purus;Acre;30202001845;-935.666.667;-7.041.527.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d05;3410;CANARA POÇO;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.5474944444 1.05940555556);São Gabriel da Cachoeira;Amazonas;30202001885;105.940.556;-6.754.749.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d04;3412;CANARA PUÇA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.5462611111 0.810191666667);São Gabriel da Cachoeira;Amazonas;30202001885;0.81019167;-6.754.626.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d03;4537;CANATA-AIETU;27001;1304203;16/08/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-64.6352555556 -3.36148055556);Tefé;Amazonas;30202001857;-336.148.056;-6.463.525.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d02;2062;CANAUAPAI;37901;1400704;01/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.0251777778 4.81285277778);Uiramutã;Roraima;30202001955;481.285.278;-6.002.517.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d01;1882;CANAUNIM;8801;1400175;16/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5417527778 2.7704);Cantá;Roraima;30202001955;27.704;-6.054.175.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d00;2585;CANAVIAL;17201;4309704;24/07/2018;A;COORDENACAO REGIONAL DO MADEIRA;POINT (-62.0259861111 -6.40910555556);Humaitá;Rio Grande do Sul;30202001864;-640.910.556;-6.202.598.611
aldeias_pontos.fid--75d69c06_184becf87ba_-4cff;4306;Candidos;18001;2512903;26/05/2021;A;COORDENACAO REGIONAL DE JOAO PESSOA;POINT (-35.069018 -6.76717);Rio Tinto;Paraíba;30202002287;-676.717;-35.069.018
aldeias_pontos.fid--75d69c06_184becf87ba_-4cfe;3622;CANDUSUL;32701;5102603;29/10/2018;A;COORDENACAO REGIONAL XAVANTE;POINT (-53.1723055556 -14.453925);Campinápolis;Mato Grosso;30202002053;-14.453.925;-5.317.230.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4cfd;2316;CANECO;51101;5101407;12/07/2018;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-60.7396055556 -10.3252222222);Aripuanã;Mato Grosso;30202001948;-1.032.522.222;-6.073.960.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4cfc;302;CANHAMOM;54101;1302553;;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.430555555556 -3.7183333333333);Manaquiri;Amazonas;30202001871;-371.833.333;-6.043.055.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4cfb;2718;CANIMARU;49301;1300060;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-68.2297305556 -3.40124722222);Amaturá;Amazonas;30202001857;-340.124.722;-6.822.973.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4cfa;3141;Canindé;1001;1505502;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.5027222222 -2.55574722222);Paragominas;Pará;30202001906;-255.574.722;-4.650.272.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf9;2177;CANIVIAL;37901;1400407;07/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.2030944444 3.97849166667);Normandia;Roraima;30202001955;397.849.167;-6.020.309.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf8;1316;CANOA;35301;5102702;26/10/2017;I;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;POINT (-51.67845 -13.6175);Canarana;Mato Grosso;30202002046;-136.175;-5.167.845
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf7;704;CANOANÃ;33501;1708205;02/09/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-49.9158333333 -11.9716666667);Formoso do Araguaia;Tocantins;30202001962;-1.197.166.667;-4.991.583.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf6;3485;CANOE;40101;1100072;22/10/2018;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.0922722222 -12.8236611111);Corumbiara;Rondônia;30202001948;-1.282.366.111;-6.109.227.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf5;2007;CANTA GALO;37901;1400456;25/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5246444444 4.17893611111);Pacaraima;Roraima;30202001955;417.893.611;-6.052.464.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf4;4334;Canto da Mata;5802;2925501;11/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.1991916667 -16.9289);Prado;Bahia;30202001990;-169.289;-3.919.919.167
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf3;4069;CANTO DA VÁRZEA;64601;2208403;05/05/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-41.8552638889 -4.35300555556);Piripiri;Piauí;30202001976;-435.300.556;-4.185.526.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf2;1486;CANUDAL;3601;2100600;16/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.7337722222 -5.116025);Amarante do Maranhão;Maranhão;30202001997;-5.116.025;-4.673.377.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf1;4857;Capana;15601;1300706;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-67.2592472222 -8.92032222222);Boca do Acre;Amazonas;30202001845;-892.032.222;-6.725.924.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4cf0;3580;CAPÃO DO ZEZINHO;60701;3140506;25/10/2018;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-45.0721055556 -19.3402722222);Martinho Campos;Minas Gerais;30202002067;-1.934.027.222;-4.507.210.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4cef;3044;CAPELA;50701;2706307;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6318 -9.392425);Palmeira dos Índios;Alagoas;30202001969;-9.392.425;-366.318
aldeias_pontos.fid--75d69c06_184becf87ba_-4cee;4019;Capim Açu;10401;2306553;30/04/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-39.9764777778 -3.11450833333);Itarema;Ceará;30202001976;-311.450.833;-3.997.647.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4ced;4292;Capinzal;42701;4305801;19/03/2021;A;COORDENACAO REGIONAL DE PASSO FUNDO;POINT (-52.9258027778 -27.6693611111);Constantina;Rio Grande do Sul;30202002081;-2.766.936.111;-5.292.580.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4cec;3516;CAPINZAL;4901;2101608;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.6160583333 -5.94073888889);Barra do Corda;Maranhão;30202001997;-594.073.889;-4.561.605.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4ceb;1713;CAPITÃO CARDOSO;12801;5107958;30/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.6669972222 -14.7559833333);Tangará da Serra;Mato Grosso;30202002025;-1.475.598.333;-5.866.699.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4cea;3982;CAPITÃO CARDOSO (Cacique Pedrinho);40701;1100098;14/10/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-60.75225 -11.1012222222);Espigão D´Oeste;Rondônia;30202001934;-1.110.122.222;-6.075.225
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce9;3503;CAPITÃO MIRÁ;4901;2104800;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.9281666667 -5.866275);Grajaú;Maranhão;30202001997;-5.866.275;-4.592.816.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce8;135;Capivara;3301;5101407;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.600555555556 -9.9175);Aripuanã;Mato Grosso;30202002032;-99.175;-5.960.055.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce7;4164;Capivara;33801;5107859;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.256422222222 -11.093963888889);São Félix do Araguaia;Mato Grosso;30202002060;-1.109.396.389;-5.325.642.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce6;2448;CAPIVARA;53201;1300300;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-59.4122944444 -3.62991666667);Autazes;Amazonas;30202001871;-362.991.667;-5.941.229.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce5;1613;CAPIVARA;33801;5107859;18/04/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.2591944444 -11.0950416667);São Félix do Araguaia;Mato Grosso;30202002060;-1.109.504.167;-5.325.919.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce4;3954;Capoeira;54601;2303709;10/06/2019;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.67415 -3.741775);Caucaia;Ceará;30202001976;-3.741.775;-3.867.415
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce3;266;Capoeirão;42501;3523305;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.368763888889 -24.200472222222);Itariri;São Paulo;30202002074;-2.420.047.222;-4.736.876.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce2;3953;Capuã;54601;2303709;10/06/2019;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.6991916667 -3.73985555556);Caucaia;Ceará;30202001976;-373.985.556;-3.869.919.167
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce1;1679;CAPURANA;8101;1302405;25/04/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-64.858225 -7.53155555556);Lábrea;Amazonas;30202001878;-753.155.556;-64.858.225
aldeias_pontos.fid--75d69c06_184becf87ba_-4ce0;1952;CARACANÃ;37901;1400704;18/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.2680416667 4.70050555556);Uiramutã;Roraima;30202001955;470.050.556;-6.026.804.167
aldeias_pontos.fid--75d69c06_184becf87ba_-4cdf;3116;CARAIBAS;6901;2927101;06/09/2018;A;COORDENACAO REGIONAL BAIXO SÃO FRANCISCO;POINT (-38.5345083333 -9.34957777778);Rodelas;Bahia;30202001983;-934.957.778;-3.853.450.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4cde;4434;Caraíbas;49902;3132107;14/07/2021;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-44.2913694444 -15.0324138889);Itacarambi;Minas Gerais;30202002067;-1.503.241.389;-4.429.136.944
aldeias_pontos.fid--75d69c06_184becf87ba_-4cdd;2289;CARAMUJO;33801;5103858;09/07/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.7853888889 -12.7853888889);Gaúcha do Norte;Mato Grosso;30202002060;-1.278.538.889;-5.278.538.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4cdc;4382;Caramuru;9301;2923902;18/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.6919666667 -15.4479944444);Pau Brasil;Bahia;30202001990;-1.544.799.444;-3.969.196.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4cdb;1910;CARANGUEIJO;58401;1400456;17/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5907944444 4.05401388889);Pacaraima;Roraima;30202001955;405.401.389;-6.059.079.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4cda;3093;Carapanã;22301;1200609;05/09/2018;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-71.3519277778 -8.43994722222);Tarauacá;Acre;30202001852;-843.994.722;-7.135.192.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd9;1962;CARAPARÚ I;37901;1400704;18/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.4631777778 4.551025);Uiramutã;Roraima;30202001955;4.551.025;-6.046.317.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd8;1960;CARAPARÚ III;37901;1400704;18/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.3953333333 4.58583333333);Uiramutã;Roraima;30202001955;458.583.333;-6.039.533.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd7;1961;CARAPARÚ IV;37901;1400704;18/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.4714194444 4.55848055556);Uiramutã;Roraima;30202001955;455.848.056;-6.047.141.944
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd6;2130;CARARUAL;37901;1400407;06/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.1649361111 4.06300277778);Normandia;Roraima;30202001955;406.300.278;-6.016.493.611
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd5;3016;Cardoso;21901;1200302;03/09/2018;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-70.4184444444 -8.15400555556);Feijó;Acre;30202001852;-815.400.556;-7.041.844.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd4;3002;CARNAÚBA;20901;2602803;03/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-37.2859527778 -8.60131944444);Buíque;Pernambuco;30202001969;-860.131.944;-3.728.595.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd3;3950;Carnaubal;54601;2303709;10/06/2019;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.6967 -3.70873611111);Caucaia;Ceará;30202001976;-370.873.611;-386.967
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd2;4311;Carneira;36901;2509057;27/05/2021;A;COORDENACAO REGIONAL DE JOAO PESSOA;POINT (-35 -6.74083333333);Marcação;Paraíba;30202002287;-674.083.333;-35
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd1;313;CARNEIRO;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-72.1819166667 -6.81816666667);Atalaia do Norte;Amazonas;30202001892;-681.816.667;-7.218.191.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4cd0;4412;Carneiros;71101;2303709;25/06/2021;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.7775 -3.64138888889);Caucaia;Ceará;30202001976;-364.138.889;-387.775
aldeias_pontos.fid--75d69c06_184becf87ba_-4ccf;1356;CAROÇAL;29801;1503754;11/04/2018;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-57.4341527778 -6.82676111111);Jacareacanga;Pará;30202001927;-682.676.111;-5.743.415.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4cce;4786;Carolina;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3616666667 -9.30527777778);Santa Rosa do Purus;Acre;30202001845;-930.527.778;-7.036.166.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4ccd;4904;Carrapicho;64701;2308609;12/05/2022;A;COORDENACAO REGIONAL NORDESTE II;POINT (-40.0714861111 -4.78634722222);Monsenhor Tabosa;Ceará;30202001976;-478.634.722;-4.007.148.611
