FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_184becf87ba_-417e;4229;Tagagem;3201;1508159;16/07/2020;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-53.3465 -3.62575);Uruará;Pará;30202001913;-362.575;-533.465
aldeias_pontos.fid--75d69c06_184becf87ba_-417d;1123;Tahima u;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.645575 2.86486388889);Alto Alegre;Roraima;30202001955;286.486.389;-63.645.575
aldeias_pontos.fid--75d69c06_184becf87ba_-417c;3234;TAIAÇU;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1641333333 0.647625);São Gabriel da Cachoeira;Amazonas;30202001885;0.647625;-6.916.413.333
aldeias_pontos.fid--75d69c06_184becf87ba_-417b;1052;Taibrapa;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.910416849 1.175689355);Santa Isabel do Rio Negro;Amazonas;30202001955;117.568.936;-6.491.041.685
aldeias_pontos.fid--75d69c06_184becf87ba_-417a;551;Tajau,ywyry;49401;1600154;;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-52.5869111111 1.07386111111);Pedra Branca do Amapari;Amapá;30202001899;107.386.111;-5.258.691.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4179;1862;TAKARÁ;68101;1505304;15/05/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-57.4479861111 -1.03489444444);Oriximiná;Pará;30202001871;-103.489.444;-5.744.798.611
aldeias_pontos.fid--75d69c06_184becf87ba_-4178;4446;Takruk;23401;3154309;21/07/2021;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-41.3348472222 -19.2226472222);Resplendor;Minas Gerais;30202002067;-1.922.264.722;-4.133.484.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4177;36;Takuara;44201;5005152;;A;COORDENACAO REGIONAL DE DOURADOS;POINT (-54.644166666667 -22.701388888889);Juti;Mato Grosso do Sul;30202002011;-2.270.138.889;-5.464.416.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4176;1243;Takuarity;71901;3509908;16/08/2017;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.9532777778 -25.0899444444);Cananéia;São Paulo;30202002074;-2.508.994.444;-4.795.327.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4175;659;Takuaty;72001;3520301;12/08/2016;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.4325 -24.6530555556);Iguape;São Paulo;30202002074;-2.465.305.556;-474.325
aldeias_pontos.fid--75d69c06_184becf87ba_-4174;917;Takunemoinha;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.574020181 3.9524321500001);Amajari;Roraima;30202001955;395.243.215;-6.457.402.018
aldeias_pontos.fid--75d69c06_184becf87ba_-4173;330;TALAOKA;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-70.3727111111 -4.82787777778);Atalaia do Norte;Amazonas;30202001892;-482.787.778;-7.037.271.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4172;3500;TALHADO;4901;2104800;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.9784666667 -5.90890277778);Grajaú;Maranhão;30202001997;-590.890.278;-4.597.846.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4171;1094;TÃ«maipi;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.1916972222 2.58788055556);Iracema;Roraima;30202001955;258.788.056;-6.319.169.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4170;516;Tamali Syn;51101;5107578;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-60.6945444444 -10.4839861111);Rondolândia;Mato Grosso;30202001948;-1.048.398.611;-6.069.454.444
aldeias_pontos.fid--75d69c06_184becf87ba_-416f;3087;Tamandaré;15701;1200609;05/09/2018;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-70.7512944444 -8.27787222222);Tarauacá;Acre;30202001852;-827.787.222;-7.075.129.444
aldeias_pontos.fid--75d69c06_184becf87ba_-416e;4356;Tamandaré/Santana Trindade;55501;2913606;17/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.1467888889 -14.9436833333);Ilhéus;Bahia;30202001990;-1.494.368.333;-3.914.678.889
aldeias_pontos.fid--75d69c06_184becf87ba_-416d;2601;TAMANDUÁ;37901;1400704;25/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.3292888889 4.57316944444);Uiramutã;Roraima;30202001955;457.316.944;-6.032.928.889
aldeias_pontos.fid--75d69c06_184becf87ba_-416c;1374;TAMANQUEIRA;29801;1503754;11/04/2018;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-57.7433666667 -7.65602222222);Jacareacanga;Pará;30202001927;-765.602.222;-5.774.336.667
aldeias_pontos.fid--75d69c06_184becf87ba_-416b;1054;TamaquaruarÃ©;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-65.83263885 0.38755554400006);Santa Isabel do Rio Negro;Amazonas;30202001955;0.38755554;-6.583.263.885
aldeias_pontos.fid--75d69c06_184becf87ba_-416a;3450;TAMARÃ;4701;4125704;16/10/2018;A;COORDENACAO REGIONAL DE GUARAPUAVA;POINT (-54.3211777778 -25.2254083333);São Miguel do Iguaçu;Paraná;30202002408;-2.522.540.833;-5.432.117.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4169;86;Tamari;4201;5101407;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.8625 -10.008888888889);Aripuanã;Mato Grosso;30202002032;-1.000.888.889;-598.625
aldeias_pontos.fid--75d69c06_184becf87ba_-4168;3494;TAMARINO;4901;2104800;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.9773111111 -5.82951111111);Grajaú;Maranhão;30202001997;-582.951.111;-4.597.731.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4167;2716;TAMBAQUI;49301;1300060;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-68.2410805556 -3.3933);Amaturá;Amazonas;30202001857;-33.933;-6.824.108.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4166;1483;TAMBORY;3601;2100600;16/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.6972166667 -5.02598333333);Amarante do Maranhão;Maranhão;30202001997;-502.598.333;-4.669.721.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4165;1520;TAMBORZINHO;3601;2100600;17/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.2460694444 -5.15341388889);Amarante do Maranhão;Maranhão;30202001997;-515.341.389;-4.624.606.944
aldeias_pontos.fid--75d69c06_184becf87ba_-4164;876;Taminâ;47601;1600501;16/11/2016;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-51.5780555556 3.75552777778);Oiapoque;Amapá;30202001899;375.552.778;-5.157.805.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4163;3707;TAMITI;49401;1600154;11/02/2019;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-52.5059166667 1.05902777778);Pedra Branca do Amapari;Amapá;30202001899;105.902.778;-5.250.591.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4162;1801;TAMYURU;30501;1505304;10/05/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-58.0961055556 -0.556244444444);Oriximiná;Pará;30202001871;-0.55624444;-5.809.610.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4161;1237;Tangará;35101;3522109;10/08/2017;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.8730833333 -24.1661666667);Itanhaém;São Paulo;30202002074;-2.416.616.667;-4.687.308.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4160;1331;Tangará;35101;3522109;02/04/2018;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.8730833333 -24.1661666667);Itanhaém;São Paulo;30202002074;-2.416.616.667;-4.687.308.333
aldeias_pontos.fid--75d69c06_184becf87ba_-415f;2213;TANGARA DA SERRA;3901;5106174;08/06/2018;A;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;POINT (-52.3359444444 -14.565);Nova Nazaré;Mato Grosso;30202002046;-14.565;-5.233.594.444
aldeias_pontos.fid--75d69c06_184becf87ba_-415e;4167;Tangurinho;33801;5107065;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.611433333333 -12.690455555556);Querência;Mato Grosso;30202002060;-1.269.045.556;-5.261.143.333
aldeias_pontos.fid--75d69c06_184becf87ba_-415d;1309;TANGURINHO;33801;5107065;21/09/2017;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.6112805556 -12.689275);Querência;Mato Grosso;30202002060;-12.689.275;-5.261.128.056
aldeias_pontos.fid--75d69c06_184becf87ba_-415c;1637;TANGURINHO;33801;5107065;19/04/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.61185 -12.6894166667);Querência;Mato Grosso;30202002060;-1.268.941.667;-5.261.185
aldeias_pontos.fid--75d69c06_184becf87ba_-415b;4169;Tanguro;33801;5107065;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.923533333333 -12.598841666667);Querência;Mato Grosso;30202002060;-1.259.884.167;-5.292.353.333
aldeias_pontos.fid--75d69c06_184becf87ba_-415a;1590;TANGURO;33801;5107065;18/04/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.9226944444 -12.5983944444);Querência;Mato Grosso;30202002060;-1.259.839.444;-5.292.269.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4159;2185;TANGURO;35301;5102702;08/06/2018;A;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;POINT (-51.8725 -13.5467222222);Canarana;Mato Grosso;30202002046;-1.354.672.222;-518.725
aldeias_pontos.fid--75d69c06_184becf87ba_-4158;4411;Tanupaba;71101;2303709;25/06/2021;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.7713888889 -3.64472222222);Caucaia;Ceará;30202001976;-364.472.222;-3.877.138.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4157;4235;Tan Xingu;3801;1500602;16/07/2020;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-52.8478611111 -5.29116666667);Altamira;Pará;30202001913;-529.116.667;-5.284.786.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4156;260;Tanyguá;35101;3537602;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.9148055556 -24.2466388889);Peruíbe;São Paulo;30202002074;-2.424.663.889;-4.691.480.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4155;395;Taokokwera;32901;1505064;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-49.91055 -4.46595);Novo Repartimento;Pará;30202001906;-446.595;-4.991.055
aldeias_pontos.fid--75d69c06_184becf87ba_-4154;2517;TAPAGEM;10101;1300805;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.4139 -4.50547777778);Borba;Amazonas;30202001871;-450.547.778;-604.139
aldeias_pontos.fid--75d69c06_184becf87ba_-4153;4155;Tapakai;33801;5105580;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.368933333333 -11.016188888889);Marcelândia;Mato Grosso;30202002060;-1.101.618.889;-5.336.893.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4152;329;TAPALAYA;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-70.3718222222 -4.80990833333);Atalaia do Norte;Amazonas;30202001892;-480.990.833;-7.037.182.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4151;4060;Tapará;73726;2407104;05/05/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-35.4043888889 -5.84891666667);Macaíba;Rio Grande do Norte;30202001976;-584.891.667;-3.540.438.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4150;198;Tapaukú;33701;1505106;;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-54.744275 1.3755111111111);Óbidos;Pará;30202001899;137.551.111;-54.744.275
aldeias_pontos.fid--75d69c06_184becf87ba_-414f;4009;Tapera;46001;2306553;30/04/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-39.8234722222 -2.98916666667);Itarema;Ceará;30202001976;-298.916.667;-3.982.347.222
aldeias_pontos.fid--75d69c06_184becf87ba_-414e;1403;TAPEREBA;29801;1503754;12/04/2018;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-57.6328055556 -6.73397222222);Jacareacanga;Pará;30202001927;-673.397.222;-5.763.280.556
aldeias_pontos.fid--75d69c06_184becf87ba_-414d;4594;Taperera;28601;1303809;06/09/2021;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-66.2889777778 -0.372430555556);São Gabriel da Cachoeira;Amazonas;30202001885;-0.37243056;-6.628.897.778
aldeias_pontos.fid--75d69c06_184becf87ba_-414c;4988;TAPIRIRI SYNA;49501;1303205;21/07/2022;A;COORDENACAO REGIONAL DE MANAUS;POINT (-61.1923888889 -1.64477777778);Novo Airão;Amazonas;30202001871;-164.477.778;-6.119.238.889
aldeias_pontos.fid--75d69c06_184becf87ba_-414b;772;TAPI TAWA;48301;5103353;21/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-51.2027777778 -10.6702777778);Confresa;Mato Grosso;30202001962;-1.067.027.778;-5.120.277.778
aldeias_pontos.fid--75d69c06_184becf87ba_-414a;4598;Tapurucuara Mirim;28501;1303809;06/09/2021;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-66.4083472222 -0.422380555556);São Gabriel da Cachoeira;Amazonas;30202001885;-0.42238056;-6.640.834.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4149;4067;Tapuya Payaku;73726;2401008;05/05/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-37.8057777778 -5.66861111111);Apodi;Rio Grande do Norte;30202001976;-566.861.111;-3.780.577.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4148;265;Tapy-i/Rio Branquinho;71301;3509908;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.427666666667 -24.660486111111);Cananéia;São Paulo;30202002074;-2.466.048.611;-4.742.766.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4147;3109;TAQUAPERI;44101;5003157;05/09/2018;A;COORDENACAO REGIONAL DE PONTA PORA;POINT (-55.4239 -23.20575);Coronel Sapucaia;Mato Grosso do Sul;30202002018;-2.320.575;-554.239
aldeias_pontos.fid--75d69c06_184becf87ba_-4146;4686;Taquara;58001;1501451;10/01/2022;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-55.15 -3.16972222222);Belterra;Pará;30202001927;-316.972.222;-55.15
aldeias_pontos.fid--75d69c06_184becf87ba_-4145;3868;TAQUARA;5901;1301001;01/04/2019;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-66.929047222222 -4.9335444444444);Carauari;Amazonas;30202001857;-493.354.444;-6.692.904.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4144;79;Taquaral;4201;5101407;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.709722222222 -10.416388888889);Aripuanã;Mato Grosso;30202002032;-1.041.638.889;-5.970.972.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4143;80;Taquaral Divisa;4201;5101407;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.641388888889 -10.4425);Aripuanã;Mato Grosso;30202002032;-104.425;-5.964.138.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4142;78;Taquaral Ipê;4201;5101407;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.886111111111 -10.504444444444);Aripuanã;Mato Grosso;30202002032;-1.050.444.444;-5.988.611.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4141;279;Taquari;47601;3514809;;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-51.493722222222 3.4781111111111);Eldorado;São Paulo;30202001899;347.811.111;-5.149.372.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4140;1438;TAQUARINHA;33401;5107958;13/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.7614222222 -14.3472583333);Tangará da Serra;Mato Grosso;30202002025;-1.434.725.833;-5.876.142.222
aldeias_pontos.fid--75d69c06_184becf87ba_-413f;3248;TARACUÁ;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.5618972222 0.678808333333);São Gabriel da Cachoeira;Amazonas;30202001885;0.67880833;-6.956.189.722
aldeias_pontos.fid--75d69c06_184becf87ba_-413e;2553;TARACUÁ;35401;1302702;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.7845861111 -5.60835);Manicoré;Amazonas;30202001871;-560.835;-6.078.458.611
aldeias_pontos.fid--75d69c06_184becf87ba_-413d;4991;TARAHANA (TH);49501;1303205;21/07/2022;A;COORDENACAO REGIONAL DE MANAUS;POINT (-61.3313333333 -1.19636111111);Novo Airão;Amazonas;30202001871;-119.636.111;-6.133.133.333
aldeias_pontos.fid--75d69c06_184becf87ba_-413c;2146;TARAME;37901;1400407;07/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-59.9826277778 3.81087777778);Normandia;Roraima;30202001955;381.087.778;-5.998.262.778
aldeias_pontos.fid--75d69c06_184becf87ba_-413b;183;Taratarafo;33701;1505106;;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-55.971697222222 1.7961222222222);Óbidos;Pará;30202001899;179.612.222;-5.597.169.722
aldeias_pontos.fid--75d69c06_184becf87ba_-413a;2616;TARAU PARU;58401;1400456;25/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.1860638889 4.51372222222);Pacaraima;Roraima;30202001955;451.372.222;-6.118.606.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4139;896;Taremou;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.570611803 2.8602715010001);Alto Alegre;Roraima;30202001955;28.602.715;-635.706.118
aldeias_pontos.fid--75d69c06_184becf87ba_-4138;1528;TARRAFA;3601;2100600;17/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.0540777778 -4.970075);Amarante do Maranhão;Maranhão;30202001997;-4.970.075;-4.605.407.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4137;2487;TARTARUGUINHA;10101;1300805;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-59.2313638889 -4.18767777778);Borba;Amazonas;30202001871;-418.767.778;-5.923.136.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4136;3479;TARUMÃ;59101;4201307;22/10/2018;A;COORDENACAO REGIONAL LITORAL SUL;POINT (-48.7449944444 -26.4672805556);Araquari;Santa Catarina;30202002095;-2.646.728.056;-4.874.499.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4135;582;Tarzan/ Vila Nova/ Pradinho;28301;3106606;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-40.5520888889 -16.8846138889);Bertópolis;Minas Gerais;30202002067;-1.688.461.389;-4.055.208.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4134;3295;Tashkaya;39402;1200609;14/09/2018;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-71.6561111111 -8.31401666667);Tarauacá;Acre;30202001852;-831.401.667;-7.165.611.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4133;3997;TATAREZÃO;40701;1100098;15/10/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-60.7010277778 -11.0751944444);Espigão D´Oeste;Rondônia;30202001934;-1.107.519.444;-6.070.102.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4132;1429;TATU BOLA;33401;1101450;12/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.4887944444 -14.4158944444);Parecis;Rondônia;30202002025;-1.441.589.444;-5.848.879.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4131;45;Tatuí;2301;5105101;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-57.533611111111 -10.916944444444);Juara;Mato Grosso;30202002032;-1.091.694.444;-5.753.361.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4130;4571;Tatuyo;27401;1302603;27/08/2021;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.3238888889 -3.045);Manaus;Amazonas;30202001871;-3.045;-6.032.388.889
aldeias_pontos.fid--75d69c06_184becf87ba_-412f;2740;TAUARÚ;12101;3552700;27/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.4176222222 -4.14321944444);Tabatinga;São Paulo;30202001857;-414.321.944;-6.941.762.222
aldeias_pontos.fid--75d69c06_184becf87ba_-412e;4562;TAUARÚ/NOVO BRASÃO;12101;1304062;16/08/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.4176194444 -4.14321944444);Tabatinga;Amazonas;30202001857;-414.321.944;-6.941.761.944
aldeias_pontos.fid--75d69c06_184becf87ba_-412d;4335;Tawá;65101;2925501;11/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.1734638889 -16.9697555556);Prado;Bahia;30202001990;-1.696.975.556;-3.917.346.389
aldeias_pontos.fid--75d69c06_184becf87ba_-412c;1864;TAWANA;68101;1505304;15/05/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-57.0579555556 -1.12021944444);Oriximiná;Pará;30202001871;-112.021.944;-5.705.795.556
aldeias_pontos.fid--75d69c06_184becf87ba_-412b;3137;Tawari;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-47.0122222222 -1.86605555556);Santa Luzia do Pará;Pará;30202001906;-186.605.556;-4.701.222.222
aldeias_pontos.fid--75d69c06_184becf87ba_-412a;2436;TAWARI;30101;1300300;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-59.2700888889 -3.42614444444);Autazes;Amazonas;30202001871;-342.614.444;-5.927.008.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4129;1477;TAWARI;3601;2102325;16/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.0148222222 -4.87799444444);Buriticupu;Maranhão;30202001997;-487.799.444;-4.601.482.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4128;156;Tawary;47601;1600501;;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-51.4381111111 3.53967222222);Oiapoque;Amapá;30202001899;353.967.222;-5.143.811.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4127;305;TAWAYA;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-71.061 -5.948);Atalaia do Norte;Amazonas;30202001892;-5.948;-71.061
aldeias_pontos.fid--75d69c06_184becf87ba_-4126;1983;TAXI I;37901;1400704;21/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.6418833333 4.23819166667);Uiramutã;Roraima;30202001955;423.819.167;-6.064.188.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4125;727;TAYMÃ;33501;1708205;20/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-50.0783333333 -12.1244444444);Formoso do Araguaia;Tocantins;30202001962;-1.212.444.444;-5.007.833.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4124;4109;Tazu´jyt Tetam (Aweti);33801;5103858;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.392183333333 -12.382875);Gaúcha do Norte;Mato Grosso;30202002060;-12.382.875;-5.339.218.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4123;2636;TCHOWARIAPU;12201;1303908;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.0483333333 -3.48352777778);São Paulo de Olivença;Amazonas;30202001857;-348.352.778;-6.904.833.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4122;3208;TEDI;59601;1303809;11/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.3291138889 0.205011111111);São Gabriel da Cachoeira;Amazonas;30202001885;0.20501111;-6.732.911.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4121;2291;TEHUHUNGU;33801;5102702;09/07/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.8491694444 -12.8068138889);Canarana;Mato Grosso;30202002060;-1.280.681.389;-5.284.916.944
aldeias_pontos.fid--75d69c06_184becf87ba_-4120;4091;Tehuhungu (Pedra);33801;5102702;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.849422222222 -12.807430555556);Canarana;Mato Grosso;30202002060;-1.280.743.056;-5.284.942.222
aldeias_pontos.fid--75d69c06_184becf87ba_-411f;2615;TEIU;58401;1400100;25/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.4278333333 3.21833333333);Boa Vista;Roraima;30202001955;321.833.333;-6.042.783.333
aldeias_pontos.fid--75d69c06_184becf87ba_-411e;4951;Tekatawa;3002;1507300;15/06/2022;A;COORDENACAO REGIONAL CENTRO-LESTES DO PARÁ;POINT (-52.3305197222 -5.64716527778);São Félix do Xingu;Pará;30202001913;-564.716.528;-5.233.051.972
aldeias_pontos.fid--75d69c06_184becf87ba_-411d;3748;Teknay;47401;1508001;27/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.3572222222 -2.28366388889);Tomé-Açu;Pará;30202001906;-228.366.389;-4.835.722.222
aldeias_pontos.fid--75d69c06_184becf87ba_-411c;3454;TEKOA ANHANTETE;4701;4125704;16/10/2018;A;COORDENACAO REGIONAL DE GUARAPUAVA;POINT (-54.3123972222 -25.2493944444);São Miguel do Iguaçu;Paraná;30202002408;-2.524.939.444;-5.431.239.722
aldeias_pontos.fid--75d69c06_184becf87ba_-411b;1242;Tekoa Itu;18802;3550308;15/08/2017;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.7539722222 -23.4634083333);São Paulo;São Paulo;30202002074;-2.346.340.833;-4.675.397.222
aldeias_pontos.fid--75d69c06_184becf87ba_-411a;1330;Tekoa Mirim;23602;3541000;02/04/2018;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.5251666667 -24.0036388889);Praia Grande;São Paulo;30202002074;-2.400.363.889;-4.652.516.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4119;1230;Tekoá Mirim;14501;3541000;09/08/2017;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.5251666667 -24.0036388889);Praia Grande;São Paulo;30202002074;-2.400.363.889;-4.652.516.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4118;3702;TEKOA MORANGATU;7501;4207205;07/11/2018;A;COORDENACAO REGIONAL LITORAL SUL;POINT (-48.7930777778 -28.1820694444);Imaruí;Santa Catarina;30202002095;-2.818.206.944;-4.879.307.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4117;39;Tekoa Pyau;31101;1506187;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.963638888889 -4.7461944444444);Rondon do Pará;Pará;30202001906;-474.619.444;-4.896.363.889
